text,label
Zimbabwe's Mugabe 'glowed' with relief after he quit: priest,Human
Honduran leader Hernandez declares himself victor in presidential vote,Human
Castro ally and intellectual Armando Hart dead at 87,Human
Honduras president with strong lead in TV station's election exit poll,Human
Beijing kindergartens get permanent inspectors after abuse scandal: Xinhua,Human
Searchers for Argentine submarine defy gale force winds on 11th day,Human
"Speaker's arrest puts Indonesia parliament in graft spotlight, again",Human
Merkel's CDU agrees to pursue grand coalition in Germany,Human
Egypt court frees 17 accused of inciting debauchery: sources,Human
Thousands of Romanians rally against ruling party's judicial overhaul,Human
Militants kill Egyptian U.N. peacekeeper in Central African Republic,Human
Egypt attack to spur on Saudi-backed Muslim military alliance: crown prince,Human
Factbox: Proposals of main parties in Honduras presidential election,Human
Candidates and what's at stake in Honduras presidential election,Human
Cuba holds municipal elections on road to Castro era’s end,Human
"Italy's 5-Star, stung by fake news claims, calls for OSCE election monitors",Human
Irish PM 'doing everything he can' to avoid election: spokesman,Human
No Irish border deal before EU trade agreement: British minister,Human
Islamic State raises stakes with Egypt mosque attack,Human
Syrian government push for Damascus rebel enclave kills at least 23,Human
Russian long-range bombers hit Islamic State targets in Syria: agencies,Human
"Factbox: Merkel's conservatives, SPD set out policy lines for German coalition",Human
Separatists and unionists tied for support ahead of Catalan elections: poll,Human
Nigerian army repels Boko Haram attack on town: spokesman,Human
Liberia's Liberty Party to appeal election fraud case to Supreme Court,Human
South Korea to review whether or not to abolish anti-abortion law,Human
Gold trader's trial strains U.S.-Turkey relations,Human
Bali's erupting volcano raises air travel warnings,Human
Stephen Hawking lauds Chinese pop star for space migration question,Human
Japanese cosmetics maker Pola says sorry for racist poster,Human
Cambodia's Hun Sen calls for closure of rights group founded by rival,Human
Nationalists facing wipe out in Australian state election,Human
China's RYB Education fires head of Beijing kindergarten embroiled in abuse scandal,Human
Nepal votes in landmark poll; army blames rogue Maoists for blasts,Human
Timeline: Nepal's rocky road from monarchy to democracy,Human
Argentina faces 'hope and hopelessness' in submarine search,Human
"Gunmen in Egypt mosque attack carried Islamic State flag, prosecutor says",Human
Iran warns it would increase missile range if threatened by Europe,Human
"Medical supplies, U.N. aid workers reach Yemen after blockade eased",Human
Merkel points to grand coalition with Social Democrats,Human
Suspected Boko Haram militants take over northeast Nigeria town: residents,Human
Thirty-one bodies recovered after migrant boat sinks off Libya,Human
Five migrants wounded as shots fired in Calais brawl,Human
Lebanon's Hariri takes critical line on Hezbollah,Human
Family of Lebanon PM Hariri visit French president in Paris,Human
Ousted Zimbabwe finance minister Chombo faces corruption charges,Human
U.S. warns of repercussions for Pakistan over freed militant,Human
"Pakistan government calls in army after police, Islamists clash",Human
Support for Irish PM's party falls as snap election nears,Human
Pakistan orders TV channels to go off air during crackdown on Islamist protest,Human
Pakistani government calls in army to help disperse Islamist protesters,Human
"Iran's Rouhani says Sochi summit 'right step, at right time' for Syria",Human
Former Zimbabwe finmin Chombo detained until bail hearing Monday,Human
Russia's Putin signs 'foreign agents' media law,Human
Russian bombers hit Islamic State targets in Syria: agencies,Human
Syria's Kurds to hold second phase of elections in north,Human
France's Macron unveils plan to curb violence against women,Human
Sacked Catalan leader challenges EU to respect election outcome,Human
Lebanon's Jumblatt calls for Saudi-Iranian discussions,Human
Bangladesh says agreed with Myanmar for UNHCR to assist Rohingya's return,Human
Chinese police detain teacher in kindergarten abuse inquiry,Human
Militant gunmen in Egypt mosque attack carried 'Islamic State' flag: prosecutor,Human
Death toll in Egypt mosque attack rises to 305 killed: state news agency,Human
Vietnam prosecutes bank officials in corruption crackdown,Human
French minister believes banks had 'good reasons' to close National Front accounts,Human
Beijing police detains teacher related to alleged abuse at RYB kindergarten,Human
Japan coast guard finds body of dead male suspected from North Korea,Human
Japan to spend around $17 billion to subsidize education: media,Human
Momentum grows for another grand coalition in Germany,Human
Hope fades after 9 days of searching for Argentine submarine,Human
Argentina's Macri expects missing sub to be found in coming days,Human
Syrian opposition picks chief negotiator ahead of new Geneva talks,Human
Next round of Syria peace talks in Geneva to begin November 28: opposition chief,Human
Syrian opposition chief says Sochi does not serve political process,Human
U.S. adjusts military support to partners in Syria: White House,Human
Fire in hotel on Georgia's Black Sea coast kills 11,Human
Panic on London's Oxford Street after reports of shooting,Human
Peru prosecutors say ex-president Toledo bribed by Brazil's Camargo,Human
Cuba marks anniversary of Fidel death as post-Castro era nears,Human
"Argentine protester Maldonado died of drowning, hypothermia: judge",Human
"German SPD considers propping up Merkel, but only if members agree",Human
Turkish court frees British citizen on bail in terrorism trial: media,Human
Castro meets North Korea minister amid hope Cuba can defuse tensions,Human
Polish MPs back judicial overhaul seen by EU as threat to rule of law,Human
Irish government set to fall weeks before Brexit summit,Human
Mnangagwa vows to rebuild Zimbabwe and serve all citizens,Human
"Ten days to crack Brexit deal, EU tells May",Human
EU's Juncker says Dec. 4 meeting with May will show if Brexit progress made,Human
Ireland trying to force Northern Ireland to stay in customs union after Brexit: DUP,Human
Four U.N. peacekeepers killed in two separate attacks in Mali,Human
"Holiday cheer boosts Amazon, Macy's and other retail stocks",Human
Ireland set for December election if crisis not averted by Tuesday -PM,Human
"Mediterranean ""by far world's deadliest border"" for migrants: IOM",Human
"Britain has 10-day ""absolute deadline"" to deliver on key Brexit issues: Tusk",Human
Algeria's ruling parties retain majority in local elections,Human
"North Korea's wounded defector 'nice guy,' likes CSI: surgeon",Human
London police say have stood down after Oxford Street incident,Human
South African appeals court more than doubles Pistorius sentence,Human
Tiger shot dead in Paris after escaping from circus,Human
Ukraine rebel region's security minister says he is new leader,Human
Police arrest Kosovo opposition leader for no-show at court,Human
U.S. backs Saudi 'first step' in addressing Yemen crisis,Human
London police say responding to reports shots fired on Oxford Street,Human
"Brexit talks progressing, but issues remain - May",Human
London police urge people on Oxford Street to go inside buildings,Human
U.S. Navy plane scours South Atlantic in search for Argentine sub,Human
Egypt military carries out air strikes in area of Sinai mosque attack: security sources,Human
Saudi Crown Prince calls Iran leader 'new Hitler': NYT,Human
Aid workers to return to Yemen at weekend but no aid yet: U.N.,Human
"Iran says Saudi Crown Prince's behavior 'immature, weak-minded': state TV",Human
Ukraine's promise of EU membership remains elusive,Human
Ukraine agrees to sign EU summit declaration: officials,Human
Ukraine agrees to sign EU summit declaration: officials,Human
Rights groups say outside monitors needed for Rohingya return to Myanmar,Human
Death toll in Egypt north Sinai mosque attack rises to 235: state television,Human
Russian bombers hit Islamic State targets in Syria: RIA,Human
Merkel reassures EU over lack of Berlin coalition deal,Human
FARC dissidents face full force of Colombia military: president,Human
Colombian ex-presidents to back joint right-wing 2018 ticket,Human
"Turkey's Erdogan, U.S. Trump discuss Syria, bilateral ties and Sochi summit: Turkish sources",Human
Turkey says Trump told Erdogan weapons won't be supplied to Kurdish YPG,Human
China kindergarten sex abuse and 'needlemarks' claims prompt police probe,Human
Thai PM reshuffles cabinet for the fifth time since coup,Human
German president to meet party leaders on Thursday,Human
China's Xi discusses Rohingya crisis with Myanmar army chief,Human
China says it will make efforts on Syria reconstruction,Human
Death toll in Egypt mosque attack climbs to 200: state television,Human
Former ally of Nigeria's Buhari prepared to contest presidency in 2019,Human
Pope criticizes politicians for stoking racism over immigration,Human
U.N. special envoy on Syria says had 'useful' meeting with Russia's Lavrov: Ifax,Human
"Papua New Guinean police evict asylum-seekers from Australian-run camp, UNHCR decries force used",Human
Death toll in attack on mosque in Egypt's north Sinai rises to 184: state television,Human
France's Le Drian says China is 'well placed to push' North Korea to talks,Human
Outgoing Czech government to submit resignation on Nov 29,Human
Venezuela's Maduro keeps eye on prize: 2018 presidential vote,Human
Nigeria ex-vice president prepared to run for presidency in 2019,Human
"France's Macron seeks renewal of Africa ties, but old problems persist",Human
Irish finance minister says prospect of election 'unconscionable',Human
Russia takes Tokyo to task over defense alliance with Washington,Human
Russia: Asia should not be militarized under pretext of countering North Korea,Human
Egypt declares three days of mourning after attack on north Sinai mosque: state television,Human
"North Korea replaces soldiers, South Korea awards medals after defector's border dash",Human
"Freed Pakistani militant rails against India, ex-PM Sharif",Human
Wiping out' extremist ideology is my mission: head of Saudi-based Muslim body,Human
Russia working with Saudi Arabia to unify Syrian opposition: Lavrov,Human
Irish election likely after opposition submits no-confidence motion,Human
"UK says has constructive relationship with Ireland, will focus on Brexit progress",Human
Barnier reassures Ireland EU stands with Dublin on Brexit,Human
Irish opposition leader says PM's party preparing for election,Human
German SPD to put any gov't role up for vote: Schulz,Human
U.S. calls on Pakistan to arrest recently freed Islamist leader,Human
Kosovo war crimes court ready for first indictments: chief judge,Human
At least 54 killed after militants target mosque in Egypt's north Sinai: state media,Human
Polish lawmakers initially approve bill changing electoral system,Human
Danish High Court finds 17-year old girl guilty of planning bomb attacks against schools -local media,Human
Covering Mugabe for Reuters - 'You're the one who says I'm dying?',Human
"Zimbabwe's Mnangagwa promises financial stability, elections next year",Human
Lebanon's Jumblatt criticizes Saudi over Hariri,Human
"""The people have spoken,"" says Zimbabwe's new leader",Human
Irish PM's party says government deal dead if opposition submits confidence motion,Human
"After Mugabe, African leaders ponder own fate",Human
Philippines' Duterte ditches peace process with Maoist rebels,Human
"Mugabe granted immunity, assured of safety in Zimbabwe: sources",Human
"German president to hold joint talks with Merkel, Schulz next week",Human
Conditions not yet in place for safe Rohingya returns: UNHCR,Human
Ireland does not need election amid crucial Brexit talks: Coveney,Human
Irish foreign minister says opposition vote would bring down government,Human
Russia says progress made towards cooperation on disputed islands,Human
Russia and Japan agree to speed up work on economic cooperation on disputed islands,Human
South Africa's Zuma congratulates Zimbabwe's Mnangagwa on swearing-in,Human
Afghan air strike kills about 20 Taliban at religious school - officials,Human
Newly freed Pakistani Islamist calls ex-PM Nawaz Sharif a 'traitor',Human
"In western Moscow, Putin allies lose an election but cling to power",Human
Baby banned from Japanese municipal assembly,Human
Japan's Osaka to snap sister city link with San Francisco over 'comfort women' statue,Human
Nepal to elect new parliament after years of instability,Human
Border without doctors? South Koreans urge more funding for trauma care after defector drama,Human
Ireland's Fianna Fail party says will be election if deputy PM does not resign,Human
Looming national security laws raise fresh fears for Hong Kong's freedoms,Human
"There is justice,' Steenkamps say after Pistorius sentence doubled",Human
Debate stifled in Cambodia as crackdown spreads fear,Human
Turkey to detain 79 former teachers in post-coup probe: Anadolu,Human
Suicide attack kills a top Pakistani police officer: official,Human
"U.S., South Korea to hold joint air force drill in early December",Human
Mnangagwa told Mugabe he will be safe in Zimbabwe: state media,Human
Ousted Zimbabwe finance minister hospitalized: lawyer,Human
Mexico ruling party leans to outside candidate to save presidency,Human
"Vast majority of suspects in graft probe agreeing to settle, crown prince says",Human
Zimbabwe army hands ex-finance minister to police: relative,Human
Strike called in Bangladesh over power price rise on day pope arrives,Human
Regional African body says ready to work closely with Zimbabwe's Mnangagwa,Human
Five Ukrainian servicemen killed in eastern Ukraine: military,Human
At least three dead as Indian passenger train derails in northern India,Human
U.S. Navy halts search for three sailors lost in Philippine Sea air crash,Human
Mexican ruling party to pick presidential candidate on February 18,Human
Pope faces diplomatic dilemma in Myanmar visit,Human
Men found at northern Japan marina say they are from North Korea: police,Human
U.N. rights team to visit Mexico after journalist murders,Human
Syria opposition meeting in Riyadh sees no role for Assad in transition,Human
Irish government on verge of collapse ahead of EU Brexit summit,Human
Possible explosion detected near Argentine sub's last-known location,Human
Syrian opposition to form delegation to take part in U.N. talks,Human
Mexican leftist Lopez Obrador leads presidential race polls,Human
Peru's prime minister skeptical about bill to expand anti-graft rules,Human
Search for missing Argentine submarine reaches 'critical phase',Human
Irish government on verge of collapse in spat over deputy PM,Human
U.S. asks Venezuela for access to detained Citgo executives,Human
Guatemala prosecutors raid Millicom offices in graft probe,Human
"Fair elections in Poland at risk from ruling party bill, opposition says",Human
German Social Democrats under pressure to form grand coalition,Human
EY says cooperating with authorities in Italy probe,Human
"Journalists detained by Uganda charged with treason, police say",Human
Backlash among German MPs against parliamentary Twitter ban,Human
"Macron tones down criticism of Poland, but concerned by its judicial reform plans",Human
Libyan government says investigating migrant 'slave market' reports,Human
Three Georgian military personnel wounded in Afghanistan,Human
Russia likely to reduce troops in Syria before year-end: military chief,Human
"Zimbabwe bourse loses $6 billion, index falls 40 percent after military takeover",Human
"Pope, at service for Africa, decries murder of women and children",Human
Russia likely to reduce forces in Syria before year-end -general,Human
PM Hariri urges Lebanese to put country first,Human
Nuclear test-ban body heard noise near Argentine sub's last position,Human
UK's Brexit withdrawal bill to be debated from December 4,Human
"Unbending on border, Ireland says there work to do to get Brexit deal next month",Human
"Merkel ally calls Russia's new Syrian peace push ""height of cynicism""",Human
Islamic State beheads 15 of its own fighters: Afghan official,Human
French conservatives' leader-in-waiting out to woo far-right voters,Human
Zimbabwe's Mnangagwa says against any form of 'vengeful retribution',Human
Venezuela's indigenous Warao decamp to uncertain future in Brazil,Human
"Forty human traffickers arrested, 500 people rescued in West Africa",Human
Iraq launches operation to clear desert near Syria of Islamic State,Human
"Cambodia's Hun Sen will fall like Mugabe, says opponent Rainsy",Human
"Aid agencies say Yemen blockade remains, Egeland calls it 'collective punishment'",Human
Russian bombers hit Islamic State targets in Syria: RIA,Human
Who burned the cakes? Belgian waffle fire chokes Brussels,Human
Egypt housing minister to head government while premier receives treatment abroad: Ahram,Human
Event 'consistent with an explosion' detected near missing Argentine sub-navy,Human
"Russia says Google down-ranking Sputnik, RT would be censorship",Human
Iraqi militia indicates will hand heavy guns to army after Islamic State quashed,Human
Italy's 5-Star tells France's Macron movement is no threat to EU,Human
Papua New Guinea police order protesting asylum seekers out of Australian-run camp,Human
"Waiting for May, Brussels eyes December Brexit deal",Human
U.N. urges Australia to protect refugees at Papua New Guinea camp,Human
"Saudi aims to issue tourist visas next year, official says",Human
Fighting between rebel and army kills 27 in South Sudan,Human
"May to meet EU's Juncker, Barnier December 4, EU confirms",Human
"U.S. ally seen clinching re-election in Honduras vote, eight years after coup",Human
Germany's CSU denies report Seehofer to quit as Bavaria premier,Human
Cambodia's Hun Sen warns his party it could still lose election,Human
Chad rejects U.S. bribery allegations against president,Human
Britain says Zimbabwe's new rulers must show resolve for democracy,Human
Hezbollah parliament group calls Hariri return positive,Human
Greek pensioners protest against government that 'took everything',Human
"Swiss pledge more funds for EU budget, progress on treaty",Human
Russia sends research ship to help search for missing Argentine sub,Human
Merkel looks secure for now despite coalition chaos,Human
"U.S. strikes on Taliban opium labs won't work, say Afghan farmers",Human
Israeli official under fire for comments on American Jews' military service,Human
Iran sets December 10 court date for jailed Iranian-British aid worker,Human
Assad adviser says rebels must lay down arms: Syrian state media,Human
Trading inside the Rohingya camps,Human
"Myanmar, Bangladesh ink Rohingya return deal amid concern over army's role",Human
EU's Juncker says will see in 'next few days' if Brexit talks can enter second phase,Human
U.N.'s de Mistura to visit Moscow on Friday: RIA,Human
"China air force again flies round Taiwan, over South China Sea",Human
"China grants economic aid to Djibouti, site of overseas military base",Human
Czech president plans to appoint Babis's cabinet by mid-December,Human
"Iran Guards ready to help rebuild Syria, Hezbollah will not disarm: TV",Human
Zimbabwe opposition wants Mugabe's pillars of repression dismantled,Human
Warehouse fire sends huge clouds of smoke across London skyline,Human
Detained Venezuelan-U.S. Citgo executives to be tried as 'traitors': Maduro,Human
Pakistan court orders release of Islamist blamed for Mumbai attacks,Human
Turkey to detain 99 suspects in widening post-coup probe: Anadolu,Human
"Myanmar, Bangladesh sign Rohingya return deal: Myanmar official",Human
U.S. calling Rohingya operation 'ethnic cleansing' unhelpful: Russian envoy,Human
"Australia urges strong, sustained U.S. engagement in Asia, warns on China",Human
No joke: China government warns northern cities to get serious in war on smog,Human
Kuwait's emir leaves hospital after successful medical tests: agency,Human
Philippines president likely to return police to drugs war soon: spokesman,Human
U.S. suspends official travel to Myanmar's troubled Rakhine,Human
"Cuba, North Korea reject 'unilateral and arbitrary' U.S. demands",Human
Exclusive: India pares back planned funding for crucial public health scheme,Human
China's internet regulator denounces its former chief now under investigation,Human
China tells Myanmar military it wants closer ties,Human
China must enhance protection of intellectual property rights: Premier Li,Human
South Korea considers scrapping exercise with U.S. for Olympics: Yonhap,Human
Canada data shows 10 percent of Haitian border crossers get refugee status,Human
"Waiting for May, Brussels eyes December Brexit deal",Human
British urged to map out post-Brexit future for lawyers,Human
Kremlin pledges to stand up for Russian billionaire arrested in France,Human
Russian billionaire under investigation in France,Human
Chinese police detain seven in multi-billion underground currency scheme,Human
Missing Argentine submarine highlights years of military underfunding,Human
Russia-hosted summit could be decisive for Syria peace: Erdogan,Human
"Arab states blacklist Islamist groups, individuals in Qatar boycott",Human
Argentine navy says unusual noise heard on day sub disappeared,Human
U.S. pressed Saudis to ease Yemen blockade: sources,Human
Palestinian factions agree to hold general election by end-2018,Human
"Lebanon's PM Hariri shelves resignation, easing crisis",Human
U.S. welcomes Hariri's return to Lebanon: State Department official,Human
U.S. calls Myanmar moves against Rohingya 'ethnic cleansing',Human
"Facing graft probe, Pakistan Finance Minister relieved of duties",Human
Italian magistrates investigate whether ex-Treasury official sold secrets,Human
"Besieged Syrians eating trash, fainting from hunger: U.N. survey",Human
"Ex-Bosnian Serb commander Mladic convicted of genocide, gets life in prison",Human
Srebrenica survivors: No punishment enough for Mladic despite conviction,Human
"U.S. Navy plane crashes in Philippine Sea, three missing",Human
"Saudi-led coalition to reopen Yemen's Hodeidah port, Sanaa airport for aid",Human
"Putin wins backing from Iran, Turkey for new Syria peace push",Human
Rights groups urge end to Poland's overhaul of judiciary,Human
"""The people have spoken,"" Zimbabwe's Mnangagwa tells cheering crowd",Human
"France tells Libya to act over migrant ""crimes against humanity""",Human
Mladic verdict carries message for Syria and beyond: U.N.'s Zeid,Human
Uganda denies corruption allegations against its foreign minister,Human
"Georgian policeman, three terrorism suspects killed in police operation: state security",Human
Ukraine rebel leader says situation in Luhansk is attempted coup,Human
"South Korea, China to hold summit next month to mend ties",Human
"Russia's Putin says Iran, Turkey back proposed Syrian peoples' congress",Human
German Social Democrats face pressure over coalition talks,Human
South Africa's Ramaphosa leads in nominations for ANC leader: poll,Human
South Africa's Zuma appoints permanent police commissioner,Human
"Erdogan says Turkey, Iran, Russia agreed to carry out political solution in Syria",Human
Summit on euro zone future in December still on despite no German government: Tusk,Human
"Czech parliament picks speaker, opens way for new prime minister",Human
Police find similarities in body parts found Copenhagen waters,Human
"Rosneft's Sechin a no-show as witness in bribery trial again, ordered to appear next week",Human
German police detain suspect in global online drug ring,Human
"Pope to meet head of Myanmar army, Rohingya refugees: Vatican",Human
U.S. hopes to pressure Myanmar to permit Rohingya repatriation,Human
"Israeli veteran, government clash over alleged abuse of Palestinian",Human
Draft opposition statement calls for Assad to leave at start of transition: Arabiya,Human
France's Le Pen says victim of 'banking fatwa' over account closures,Human
South Africa's Zuma met Zimbabwe's Mnangagwa in Pretoria,Human
"Zimbabwe's Mnangagwa arrives home, to be sworn in as president Friday",Human
Somalia says it requested U.S. air strike that killed 100 militants,Human
Italian left's efforts to stop migrants may backfire at election,Human
"Iran's Rouhani says foreign interference in Syria must end, names no names",Human
Turkey's Erdogan says critical decisions on Syria will be made today,Human
Once triumphant Bosnian Serb commander Mladic reduced to frail genocide defendant,Human
U.N.'s de Mistura to discuss Syria in Moscow on Thursday: RIA,Human
US renews grant for clearing bombs in Cambodia,Human
Russia's Kerimov to be formally put under investigation in France: prosecutor,Human
"Uganda police say raid newspaper, detain staff over article about president",Human
Italy's Berlusconi takes fight against ban from office to European court,Human
Few tears in China as old friend Mugabe ousted in Zimbabwe,Human
Britain wants Zimbabwe to rejoin international community: PM May,Human
Germany's FDP does not rule out renewed coalition talks: Beer,Human
"Mladic will appeal conviction, sentence",Human
Cyprus says it plans to help defuse Lebanese crisis,Human
Lebanon PM Hariri to supporters: 'I'm staying with you',Human
"Scope of Kerimov's immunity status up to judge to decide upon, says France",Human
Serbia PM says must leave the past behind after Mladic verdict,Human
Thailand arrests woman wanted over deadly 2015 bombing at shrine,Human
SocGen says no wrongdoing in handling of National Front accounts,Human
"U.N.'s Zeid says Mladic 'epitome of evil', no escape from justice",Human
Norway's police downgrade threat level,Human
Egypt detains 29 people on suspicion of espionage for Turkey,Human
North Korea calls terror relisting 'serious provocation' by Trump: state media,Human
Mnangagwa to be sworn in on Friday as president: Zimbabwe's speaker,Human
Escape from North Korea: video shows defector under fire,Human
China says hopes South Korea continues to appropriately handle THAAD issue,Human
EU preaches tough love for impatient Ukraine,Human
Turkey expects S-400 defense system from Russia in 2019: minister,Human
War crimes verdict on Mladic delayed as he undergoes blood test: Mladic son,Human
Indian navy the odd man out in Asia's 'Quad' alliance,Human
Lebanon's Hariri says to hold off resignation as PM,Human
Saudi Arabia will help Syrian opposition come out unified from Riyadh meet: Jubeir,Human
Zimbabwe's Mnangagwa to be sworn in as president on Friday: state broadcaster,Human
Kremlin says no proof Russia was source of radioactive pollution,Human
Kuwait's Emir in hospital for medical checks after cold: agency,Human
Kremlin says it is following situation in Ukraine's Luhansk region,Human
Turkey received bids in tender for 500 battle tanks last week: minister,Human
Germany's figurehead president now best hope of unlocking political crisis,Human
German political grandees press parties to compromise for stability,Human
Turkey says 'serious danger' in Syria's Afrin must be removed,Human
"Danish PM's party dealt blow at local election, Social Democrats gain",Human
China says it respects Mugabe's decision to resign,Human
Russian senators approve 'foreign agents' media bill: RIA,Human
U.S. sanctions 13 Chinese and North Korean organizations,Human
"Sechin summoned to court in Ulyukayev's trial, but his schedule is tight: lawyer",Human
Arrested Indonesian parliament speaker pleads to keep his job,Human
"Rohingya refugees 'drained' by trauma, says U.N. refugee chief",Human
China says opposes unilateral sanctions after new U.S. curbs target North Korea,Human
Turkey orders detention of 216 people in post-coup probe: Anadolu,Human
Australia's Victoria state closer to legalizing assisted death,Human
World Bank sees no slowing in Cambodia's strong growth,Human
China probes former chief of internet regulator for suspected graft,Human
Small eruption at Bali volcano triggers Singapore travel advisory,Human
Singapore sees running autonomous buses on public roads from 2022,Human
Japan special panel to weigh timing of emperor's abdication,Human
Air China indefinitely suspends flights between Beijing and Pyongyang,Human
Mexican leftist presidential candidate vows financial crime crackdown,Human
Ninth Australian lawmaker quits as citizenship crisis widens,Human
"North Korea soldier who defected regains consciousness, needs further care",Human
Philippines set to keep open pit mining ban as Duterte rejects call to lift it,Human
"Mexico suffers deadliest month on record, 2017 set to be worst year",Human
Australia defends alternative accommodation for asylum seekers against U.N. criticism,Human
Weather improves but clock ticks for Argentine submarine search,Human
Timeline: U.N. tribunal to give verdict in genocide trial of Ratko Mladic,Human
Half of Germans want new elections after coalition talks fail,Human
Hariri back in Lebanon for first time since quitting as PM,Human
"UK government averts Brexit rebellion, giving ground on EU rights plan",Human
"Canada proposes health warnings, child-proof packs for legal pot sales",Human
"Lebanon's Hariri lands in Cyprus, meets its president- Hariri Twitter feed",Human
U.S. diplomats accuse Tillerson of breaking child soldiers law,Human
Hariri returns to Lebanon for first time since resigning as PM,Human
Ukraine rebel leader accuses sacked ally of staging revolt,Human
Russia's Putin hosts Assad in fresh drive for Syria peace deal,Human
Britain to detail Brexit bill when EU agrees to move talks forward,Human
"Trump, Putin discuss support for U.N. peace process in Syria: White House",Human
Colombia protests Venezuelan military crossing border,Human
"Zimbabwe's Mugabe resigns, ending four decades of rule",Human
All eyes on the 'Crocodile' as Zimbabwe's Mugabe resigns,Human
U.S. marine accused of drunk driving after Japanese man dies in crash,Human
German police present stolen John Lennon diaries,Human
Russian lawmaker Kerimov detained by French police in tax evasion case,Human
Putin informs Trump of outcome of meeting with Syria's Assad,Human
30 people killed in attack on cattle herders in northeast Nigeria: police official,Human
"Putin, Saudi king, stress need to coordinate over energy markets: Kremlin",Human
Lebanon's Hariri holds talks with Egypt President Sisi in Cairo,Human
Lebanon's Hariri leaves Cairo for Lebanon: Egypt airport sources,Human
German political limbo threatens European reform push,Human
"Iran's Rouhani urges France to remain ""realistic, impartial"" in Middle East",Human
U.S. says air strike kills over 100 militants in Somalia,Human
"Exclusive: African leaders wanted Mugabe, an ""embarrassment"", to go - Zimbabwe intelligence",Human
Mnangagwa will be sworn in as Zimbabwe president: ZANU-PF,Human
Suicide bomber kills 50 in Nigeria in mosque attack,Human
Iran's president declares end of Islamic State,Human
"France's Macron tells Iran, Israel leaders of need to preserve Lebanon's stability",Human
Russian businessman Kerimov detained by French police in Nice: prosecutor's office,Human
China urges Thailand to find Muslim Uighurs quickly after dramatic cell break,Human
Russia moves to shelter banks funding arms makers from sanctions,Human
"Germany, citing own history, urges work to bridge Gulf divisions",Human
"Trump and Putin speak for an hour about Syria, Ukraine, North Korea",Human
Zimbabwe civil society calls for post-Mugabe 'national dialogue',Human
U.S. appeals court revives claims in $1.7 billion Iran terrorism lawsuit,Human
Truck bomb in northern Iraq kills at least 23,Human
British PM May says Mugabe's resignation gives Zimbabwe a chance to be free,Human
Iraq to declare final victory over Islamic State after desert campaign,Human
"Mugabe: Zimbabwe's liberator and, for many, its oppressor",Human
Zimbabweans take to Johannesburg streets to celebrate Mugabe resignation,Human
Members of Libyan parliament signal backing for U.N. transition proposals,Human
Arm found near Copenhagen could relate to submarine case: Danish police,Human
Lebanon army chief warns of Israel threat amid political crisis,Human
"Yemen Houthis say Sanaa airport repaired, ready to receive flights: agency",Human
Iraq to resume payments of Gulf War reparations to Kuwait: U.N.,Human
Resignation letter of Zimbabwe's Mugabe doesn't mention who he leaves in charge,Human
Zimbabweans pour onto Harare streets in jubilation after Mugabe resigns,Human
Northern Ireland parties downbeat on talks as May calls for progress,Human
Turkey charges three Bulgarians with migrant smuggling,Human
Macron scores diplomatic coup on Lebanon but balancing act under test,Human
U.S. charges two with bribing African officials for China energy firm,Human
"After U.N. veto, Russia moves against chemical weapons watchdog",Human
Somaliland picks ruling party's candidate as new president,Human
"In movie-style heist, Kenya robbers tunnel into bank opposite police station",Human
"UK Brexit minister says EU agreement likely, but UK ready for no deal",Human
"Turkey has not seen data on fugitive Raqqa fighters, officials say",Human
Denmark to ramp up cyber security efforts: defense minister,Human
Iraq relocates hundreds of foreign wives and children of suspected Islamic State militants to Baghdad,Human
"Still battling for independence, Lebanon to mark national day",Human
Russia says retreat of Syrian opposition figures good for peace,Human
"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide",Human
Tunisia PM will go ahead with painful policy despite opposition,Human
Lack of German government puts euro zone integration plans on hold,Human
U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations,Human
Zimbabwe parliament has received motion to remove Mugabe: Speaker,Human
French truckers jam border crossings over cut-price competition,Human
Famine survey warns of thousands dying daily in Yemen if ports stay closed,Human
"U.N. rebukes Philippines president Duterte, Burundi officials for threats",Human
"South African, Angolan leaders to visit Zimbabwe ob Wednesday",Human
Zimbabwe's state mouthpiece captures fall of First Lady Grace,Human
Burkina Faso recalls ambassador to Libya over 'slave markets' report,Human
Philippines' Duterte threatens to close mines that support rebels,Human
Czech police ask parliament to allow prosecution of prospective PM Babis,Human
Syrian Kurdish YPG accuses Turkey of Afrin aggression,Human
U.N. urges Sudan to improve plight of Darfur's displaced people,Human
UK PM May says believes Northern Irish accord possible; wants more talks,Human
Sweden stops some new aid for Cambodia in protest over crackdown,Human
"Myanmar operation against Rohingya has 'hallmarks of ethnic cleansing', U.S. Congress members say",Human
"Brazil house speaker says whipping votes for pension reform difficult, but urgent",Human
Chinese court jails rights lawyer for two years for inciting subversion,Human
Rosneft's Sechin to miss hearing at ex-minister corruption trial: media,Human
Britain will honour commitments made to EU - May's spokesman,Human
"Only five ministers, attorney general turn up for Zimbabwe cabinet meeting: sources",Human
"Once inside Kim Jong Un's inner circle, top aide's star fades",Human
Ukraine expels Belarus diplomat over Minsk spy-ring spat,Human
Germany detains six Syrian suspected of planning attack,Human
Merkel signals readiness for new election after coalition talks collapse,Human
Merkel says she would prefer new elections over minority government,Human
"South Korea, Japan welcome U.S. relisting North Korea as sponsor of terrorism",Human
